county_name,county_fips,year,dem_share,rep_share,margin,winner
Placer,6061,2016,0.40204223387789256,0.5203375647427518,0.11829533086485927,Republican
Plumas,6063,2016,0.357482430756511,0.5601488218272013,0.2026663910706903,Republican
Riverside,6065,2016,0.49733760452281167,0.4435014526391719,-0.05383615188363977,Democrat
Sacramento,6067,2016,0.5828813044177855,0.3393148946060465,-0.243566409811739,Democrat
San Benito,6069,2016,0.571109286626528,0.3576445904032111,-0.21346469622331693,Democrat
San Bernardino,6071,2016,0.5211649232472404,0.4147508421472729,-0.10641408109996747,Democrat
San Diego,6073,2016,0.5629791794243724,0.3657118799755052,-0.19726729944886717,Democrat
San Francisco,6075,2016,0.8503962621244381,0.09287516757353521,-0.7575210945509029,Democrat
San Joaquin,6077,2016,0.5403317184586423,0.39674170034706424,-0.143590018111578,Democrat
San Luis Obispo,6079,2016,0.4970557518387663,0.416001896169885,-0.08105385566888135,Democrat
San Mateo,6081,2016,0.7566606443075984,0.1842619217262965,-0.5723987225813019,Democrat
Santa Barbara,6083,2016,0.6060547780932879,0.3188318079485932,-0.28722297014469467,Democrat
Santa Clara,6085,2016,0.7271244221688227,0.20580381947651658,-0.5213206026923061,Democrat
Santa Cruz,6087,2016,0.7393903167961745,0.17417967567399725,-0.5652106411221772,Democrat
Shasta,6089,2016,0.2785779421133499,0.6467964973205251,0.3682185552071752,Republican
Sierra,6091,2016,0.3284153005464481,0.5726775956284152,0.24426229508196717,Republican
Siskiyou,6093,2016,0.35301581104821395,0.5534354870193247,0.2004196759711107,Republican
Solano,6095,2016,0.6162070397861696,0.31255831873483714,-0.3036487210513325,Democrat
Sonoma,6097,2016,0.6937639727917043,0.22230198094727419,-0.47146199184443016,Democrat
Stanislaus,6099,2016,0.474289266088088,0.455973417912702,-0.018315848175386007,Democrat
Sutter,6101,2016,0.390060555439549,0.5421949109566566,0.15213435551710763,Republican
Tehama,6103,2016,0.28480006692320564,0.6480675924376778,0.3632675255144721,Republican
Trinity,6105,2016,0.38937741822018995,0.4945480126626803,0.10517059444249033,Republican
Tulare,6107,2016,0.42360282728292414,0.5189791158509445,0.09537628856802033,Republican
Tuolumne,6109,2016,0.35735829840573463,0.5699792392964863,0.21262094089075168,Republican
Ventura,6111,2016,0.5527086425228729,0.3762104592779607,-0.17649818324491218,Democrat
Yolo,6113,2016,0.6669752710439761,0.25263734925082226,-0.4143379217931539,Democrat
Yuba,6115,2016,0.3439429515610053,0.5726584920427863,0.228715540481781,Republican
Alameda,6001,2020,0.8020816289428234,0.17700858363525393,-0.6250730453075695,Democrat
Alpine,6003,2020,0.6423751686909581,0.3292847503373819,-0.3130904183535762,Democrat
Amador,6005,2020,0.36553981348637016,0.6090835724533716,0.24354375896700148,Republican
Butte,6007,2020,0.4940528677522387,0.4774361687535516,-0.01661669899868712,Democrat
Calaveras,6009,2020,0.36982771314975704,0.6080842291267855,0.23825651597702846,Republican
Colusa,6011,2020,0.4068584348699912,0.5726667504082402,0.16580831553824904,Republican
Contra Costa,6013,2020,0.7162816781234302,0.26298433210164524,-0.453297346021785,Democrat
Del Norte,6015,2020,0.40836462062341744,0.5641316685584563,0.15576704793503887,Republican
El Dorado,6017,2020,0.44439948691018344,0.5323565113336031,0.08795702442341963,Republican
Fresno,6019,2020,0.528955899560722,0.4506887867652096,-0.07826711279551235,Democrat
Glenn,6021,2020,0.35363370806408784,0.6252102328051695,0.2715765247410817,Republican
Humboldt,6023,2020,0.6502912423921096,0.316226776869108,-0.33406446552300156,Democrat
Imperial,6025,2020,0.6111414623830252,0.36739333486068765,-0.2437481275223376,Democrat
Inyo,6027,2020,0.4886123998312948,0.48713622943905527,-0.0014761703922395175,Democrat
Kern,6029,2020,0.43684734614729503,0.5387759915097677,0.1019286453624727,Republican
Kings,6031,2020,0.42632406921866806,0.548824696199357,0.12250062698068898,Republican
Lake,6033,2020,0.5185686519505761,0.4554699430792725,-0.06309870887130359,Democrat
Lassen,6035,2020,0.23350296154167013,0.7483106698923834,0.5148077083507132,Republican
Los Angeles,6037,2020,0.7102780836068208,0.26862850623715373,-0.44164957736966703,Democrat
Madera,6039,2020,0.43117695228169434,0.5467505397156257,0.11557358743393137,Republican
Marin,6041,2020,0.8232561124302125,0.15794134633895912,-0.6653147660912533,Democrat
Mariposa,6043,2020,0.3976653696498054,0.5787937743190662,0.18112840466926078,Republican
Mendocino,6045,2020,0.6640978311029072,0.30611444393170284,-0.35798338717120437,Democrat
Merced,6047,2020,0.5410142014709455,0.4350663692382446,-0.10594783223270088,Democrat
Modoc,6049,2020,0.2647939212525904,0.7158646097167857,0.4510706884641953,Republican
Mono,6051,2020,0.5955773226476699,0.37295933511427726,-0.22261798753339268,Democrat
Monterey,6053,2020,0.6951617527741684,0.28244358631796634,-0.412718166456202,Democrat
Napa,6055,2020,0.6904643104643104,0.28656964656964656,-0.4038946638946639,Democrat
Nevada,6057,2020,0.5615289575289575,0.41357528957528955,-0.14795366795366793,Democrat
Orange,6059,2020,0.534788810029216,0.4444466343825984,-0.09034217564661756,Democrat
Placer,6061,2020,0.4545992070919331,0.5210392880842593,0.06644008099232618,Republican
Plumas,6063,2020,0.4050621669626998,0.572380106571936,0.16731793960923624,Republican
Riverside,6065,2020,0.5298468845396307,0.4504250087248134,-0.0794218758148173,Democrat
Sacramento,6067,2020,0.6135627192249875,0.3610670341295028,-0.2524956850954847,Democrat
San Benito,6069,2020,0.6114464099895942,0.3673257023933403,-0.24412070759625393,Democrat
San Bernardino,6071,2020,0.541960220179996,0.4354344750514189,-0.1065257451285771,Democrat
San Diego,6073,2020,0.6020998125635477,0.3745570776141705,-0.2275427349493772,Democrat
San Francisco,6075,2020,0.8525610242744385,0.1271933680980627,-0.7253676561763758,Democrat
San Joaquin,6077,2020,0.5585492838622909,0.419762073125078,-0.13878721073721284,Democrat
San Luis Obispo,6079,2020,0.5529258549657513,0.4222297356524788,-0.13069611931327252,Democrat
San Mateo,6081,2020,0.778878346350444,0.20196071620383113,-0.5769176301466128,Democrat
Santa Barbara,6083,2020,0.6487154273506407,0.328123830107967,-0.3205915972426737,Democrat
Santa Clara,6085,2020,0.726386761658366,0.2522647903415963,-0.4741219713167697,Democrat
Santa Cruz,6087,2020,0.7887901572112098,0.18598148263220032,-0.6028086745790096,Democrat
Shasta,6089,2020,0.3228236306897665,0.6541375228666738,0.3313138921769073,Republican
Sierra,6091,2020,0.3780424650440186,0.5914034179181771,0.21336095287415846,Republican
Siskiyou,6093,2020,0.40869972733469667,0.5662065439672802,0.15750681663258354,Republican
Solano,6095,2020,0.6394060531288099,0.33663789544242434,-0.3027681576863856,Democrat
Sonoma,6097,2020,0.7451559163228569,0.23041775213646545,-0.5147381641863915,Democrat
Stanislaus,6099,2020,0.49238906928924325,0.484499009090317,-0.007890060198926241,Democrat
Sutter,6101,2020,0.4072554169402495,0.571592721133102,0.16433730419285247,Republican
Tehama,6103,2020,0.3101527966308169,0.6662141937280289,0.356061397097212,Republican
Trinity,6105,2020,0.4555040741332481,0.5093465409809874,0.0538424668477393,Republican
Tulare,6107,2020,0.45004595431800387,0.5281614868774892,0.07811553255948533,Republican
Tuolumne,6109,2020,0.39390949750065773,0.5817219152854513,0.18781241778479352,Republican
Ventura,6111,2020,0.5945438420150181,0.38362679595577365,-0.21091704605924444,Democrat
Yolo,6113,2020,0.6947807675704566,0.2805106173042531,-0.4142701502662035,Democrat
Yuba,6115,2020,0.376896227681568,0.5932339911397503,0.2163377634581823,Republican
